ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10334.0,26.0,100.0,2.0,3188.12,11/19/2004 0:00,On Hold,4.0,11.0,2004.0,Classic Cars,147.0,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10415.0,21.0,67.82,1.0,1424.22,5/9/2005 0:00,Disputed,2.0,5.0,2005.0,Planes,68.0,S24_2841,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Usa ,APAC,Connery,Sean,Small
10358.0,36.0,100.0,2.0,5669.64,12/10/2004 0:00,Shipped,4.0,12.0,2004.0,Trucks and Buses,64.0,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,usa,EMEA,Freyre,Diego,Medium
10213.0,25.0,83.39,2.0,2084.75,1/22/2004 0:00,Shipped,1.0,1.0,2004.0,Classic Cars,71.0,S18_4933,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small
10165.0,32.0,100.0,17.0,4661.76,10/22/2003 0:00,Shipped,4.0,10.0,2003.0,Trucks and Buses,127.0,S24_2300,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,???,,79903,usa,Japan,Natividad,Eric,Medium
10325.0,44.0,100.0,7.0,5932.96,11/5/2004 0:00,Shipped,4.0,11.0,2004.0,Trains,58.0,S50_1514,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,???,,4110,usa,EMEA,Bergulfsen,Jonas,Medium
10379.0,32.0,100.0,3.0,3970.56,2/10/2005 0:00,Shipped,1.0,2.0,2005.0,Classic Cars,50.0,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10134.0,43.0,83.03,7.0,3570.29,7/1/2003 0:00,Shipped,3.0,7.0,2003.0,Motorcycles,76.0,S24_2000,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,???,,75508,France,EMEA,Da Cunha,Daniel,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10395.0,45.0,100.0,3.0,8977.05,3/17/2005 0:00,Shipped,1.0,3.0,2005.0,Trains,58.0,S50_1514,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Large
10181.0,23.0,65.52,13.0,1506.96,11/12/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,61.0,S24_3371,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10180.0,21.0,93.56,5.0,1964.76,11/11/2003 0:00,Shipped,4.0,11.0,2003.0,Motorcycles,81.0,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,usa,EMEA,Rance,Martine,Small
,,,,,,,,,,,,,,,,,,,,,,,,
10224.0$,43.0$,39.43$,2.0,1695.49,2/21/2004 0:00,Shipped,1.0,2.0,2004.0,Motorcycles,40.0,S32_2206,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,Usa ,EMEA,Rance,Martine,Small
10178.0,30.0,72.33,3.0,2169.9,11/8/2003 0:00,Shipped,4.0,11.0,2003.0,Planes,68.0,S24_3949,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small
10180.0,21.0,50.36,3.0,1057.56,11/11/2003 0:00,Shipped,4.0,11.0,2003.0,Motorcycles,62.0,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,???,,59000,usa,EMEA,Rance,Martine,Small
10283.0,20.0,94.14,2.0,1882.8,8/20/2004 0:00,Shipped,3.0,8.0,2004.0,Ships,90.0,S700_2047,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,???,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small
10382.0,34.0,95.35,12.0,3241.9,2/17/2005 0:00,Shipped,1.0,2.0,2005.0,Classic Cars,173.0,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,Usa ,,Nelson,Valarie,Medium
10263.0$,34.0$,100.0$,2.0,3676.76,6/28/2004 0:00,Shipped,2.0,6.0,2004.0,Motorcycles,95.0,S10_1678,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Medium
10246.0,46.0,100.0,1.0,6311.2,5/5/2004 0:00,Shipped,2.0,5.0,2004.0,Classic Cars,118.0,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10107.0$,38.0$,83.03$,7.0,3155.14,2/24/2003 0:00,Shipped,1.0,2.0,2003.0,Motorcycles,76.0,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,usa,,Yu,Kwai,Medium
10331.0,25.0,100.0,9.0,3078.5,11/17/2004 0:00,Shipped,4.0,11.0,2004.0,Classic Cars,61.0,S24_3371,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium
10131.0,29.0,59.18,6.0,1716.22,6/16/2003 0:00,Shipped,2.0,6.0,2003.0,Vintage Cars,65.0,S24_3420,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Small
10181.0,20.0,81.4,15.0,1628.0,11/12/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,79.0,S12_3990,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10396.0,45.0,100.0,5.0,4739.4,3/23/2005 0:00,Shipped,1.0,3.0,2005.0,Vintage Cars,87.0,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
10380.0,34.0,100.0,3.0,3441.82,2/16/2005 0:00,Shipped,1.0,2.0,2005.0,Classic Cars,73.0,S24_1046,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,???,,,usa,,,,
10388.0,42.0,76.36,4.0,3207.12,3/3/2005 0:00,Shipped,1.0,3.0,2005.0,Motorcycles,95.0,S10_1678,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,usa,,Benitez,Violeta,Medium
10207.0,28.0,100.0,3.0,2980.6,12/9/2003 0:00,Shipped,4.0,12.0,2003.0,Classic Cars,118.0,S24_4048,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,usa,,Franco,Valarie,Small
10168.0,31.0,100.0,16.0,3431.39,10/28/2003 0:00,Shipped,4.0,10.0,2003.0,Planes,99.0,S700_2466,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,Usa ,,Hirano,Juri,Medium
10419.0$,34.0$,90.17$,14.0,3065.78,5/17/2005 0:00,Shipped,2.0,5.0,2005.0,Classic Cars,79.0,S12_3990,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10151.0,30.0,40.31,4.0,1209.3,9/21/2003 0:00,Shipped,3.0,9.0,2003.0,Classic Cars,35.0,S24_2840,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,usa,EMEA,Koskitalo,Pirkko,Small
10186.0,22.0,69.2,2.0,1522.4,11/14/2003 0:00,Shipped,4.0,11.0,2003.0,Planes,68.0,S24_2841,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small
10342.0,30.0,100.0,4.0,5029.5,11/24/2004 0:00,Shipped,4.0,11.0,2004.0,Classic Cars,169.0,S18_3232,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10238.0,41.0,73.17,6.0,2999.97,4/9/2004 0:00,Shipped,2.0,4.0,2004.0,Classic Cars,80.0,S18_3278,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
10315.0,24.0,86.74,1.0,2081.76,10/29/2004 0:00,Shipped,4.0,10.0,2004.0,Vintage Cars,88.0,S24_3151,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,???,,44000,France,EMEA,Labrune,Janine,Small
10186.0,32.0,100.0,1.0,6004.8,11/14/2003 0:00,Shipped,4.0,11.0,2003.0,Planes,157.0,S18_1662,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,???,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium
10392.0,36.0,100.0,1.0,4035.96,3/10/2005 0:00,Shipped,1.0,3.0,2005.0,Vintage Cars,99.0,S18_3320,Mini Auto Werke,7675-3555,Kirchgasse 6,,???,,8010,Austria,EMEA,Mendel,Roland,Medium
10318.0,45.0,100.0,4.0,5566.5,11/2/2004 0:00,Shipped,4.0,11.0,2004.0,Motorcycles,118.0,S10_2016,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,Usa ,,Yu,Kyung,Medium
10313.0,30.0,99.13,9.0,2973.9,10/22/2004 0:00,Shipped,4.0,10.0,2004.0,Classic Cars,101.0,S700_2824,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small
10185.0,28.0,64.43,6.0,1804.04,11/14/2003 0:00,Shipped,4.0,11.0,2003.0,Ships,54.0,S72_3212,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,usa,,Tam,Wing C,Small
10304.0,33.0,100.0,10.0,3342.57,10/11/2004 0:00,Shipped,4.0,10.0,2004.0,Vintage Cars,97.0,S24_4258,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10341.0,36.0,93.56,10.0,3368.16,11/24/2004 0:00,Shipped,4.0,11.0,2004.0,Classic Cars,79.0,S12_3990,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,usa,EMEA,Pipps,Georg,Medium
10296.0,22.0,77.15,14.0,1697.3,9/15/2004 0:00,Shipped,3.0,9.0,2004.0,Vintage Cars,83.0,S24_3816,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,usa,EMEA,Donnermeyer,Michael,Small
10308.0,21.0,100.0,12.0,2224.95,10/15/2004 0:00,Shipped,4.0,10.0,2004.0,Planes,91.0,S700_1691,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,Usa ,,Frick,Steve,Small
10126.0,22.0,100.0,4.0,3347.74,5/28/2003 0:00,Shipped,2.0,5.0,2003.0,Classic Cars,147.0,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10176.0,20.0,100.0,10.0,3667.6,11/6/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,163.0,S18_2238,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10145.0,27.0,60.95,3.0,1645.65,8/25/2003 0:00,Shipped,3.0,8.0,2003.0,Motorcycles,69.0,S24_2360,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small
10222.0,31.0,95.34,17.0,2955.54,2/19/2004 0:00,Shipped,1.0,2.0,2004.0,Ships,99.0,S700_3962,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small
,,,,,,,,,,,,,,,,,,,,,,,,
10401.0,11.0,100.0,8.0,1135.31,4/3/2005 0:00,On Hold,2.0,4.0,2005.0,Planes,91.0,S700_1691,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,Usa ,,Brown,William,Small
10222.0$,26.0$,100.0$,8.0,2659.54,2/19/2004 0:00,Shipped,1.0,2.0,2004.0,Ships,90.0,S700_2047,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small
10304.0,38.0,100.0,11.0,3958.46,10/11/2004 0:00,Shipped,4.0,10.0,2004.0,Vintage Cars,99.0,S18_3320,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,???,,78000,usa,EMEA,Tonini,Daniel,Medium
10262.0,33.0,90.75,6.0,2994.75,6/24/2004 0:00,Cancelled,2.0,6.0,2004.0,Planes,99.0,S700_2466,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10122.0,34.0,100.0,2.0,5004.8,5/8/2003 0:00,Shipped,2.0,5.0,2003.0,Classic Cars,141.0,S18_1129,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium
10120.0,46.0,58.15,4.0,2674.9,4/29/2003 0:00,Shipped,2.0,4.0,2003.0,Motorcycles,60.0,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10221.0,23.0,80.67,5.0,1855.41,2/18/2004 0:00,Shipped,1.0,2.0,2004.0,Trains,100.0,S18_3259,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Usa ,EMEA,Dewey,Catherine,Small
,,,,,,,,,,,,,,,,,,,,,,,,
10292.0,31.0,67.73,3.0,2099.63,9/8/2004 0:00,Shipped,3.0,9.0,2004.0,Trains,62.0,S32_3207,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small
10264.0,47.0,89.5,5.0,4206.5,6/30/2004 0:00,Shipped,2.0,6.0,2004.0,Motorcycles,81.0,S50_4713,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium
10164.0$,24.0$,100.0$,1.0,2634.96,10/21/2003 0:00,Resolved,4.0,10.0,2003.0,Trucks and Buses,96.0,S32_1268,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Usa ,EMEA,Mendel,Roland,Small
10316.0,30.0,77.79,8.0,2333.7,11/1/2004 0:00,Shipped,4.0,11.0,2004.0,Planes,68.0,S24_3949,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10373.0,37.0,100.0,8.0,4025.6,1/31/2005 0:00,Shipped,1.0,1.0,2005.0,Ships,99.0,S700_3962,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10295.0,44.0,58.55,2.0,2576.2,9/10/2004 0:00,Shipped,3.0,9.0,2004.0,Ships,72.0,S700_2610,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small
10284.0,25.0,69.6,7.0,1740.0,8/21/2004 0:00,Shipped,3.0,8.0,2004.0,Planes,80.0,S700_3167,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10405.0,97.0,93.28,5.0,9048.16,4/14/2005 0:00,Shipped,2.0,4.0,2005.0,Classic Cars,115.0,S12_4675,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large
,,,,,,,,,,,,,,,,,,,,usa,,,,
10355.0,40.0,100.0,5.0,4326.8,12/7/2004 0:00,Shipped,4.0,12.0,2004.0,Motorcycles,102.0,S32_4485,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10355.0$,36.0$,38.52$,4.0,1386.72,12/7/2004 0:00,Shipped,4.0,12.0,2004.0,Classic Cars,37.0,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,???,,28034,Spain,EMEA,Freyre,Diego,Small
10222.0,43.0,74.03,2.0,3183.29,2/19/2004 0:00,Shipped,1.0,2.0,2004.0,Planes,74.0,S700_4002,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium
10173.0,31.0,89.01,1.0,2759.31,11/5/2003 0:00,Shipped,4.0,11.0,2003.0,Vintage Cars,104.0,S18_3136,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Usa ,EMEA,Rovelli,Giovanni,Small
10164.0,45.0,100.0,3.0,5012.55,10/21/2003 0:00,Resolved,4.0,10.0,2003.0,Trucks and Buses,121.0,S18_4600,Mini Auto Werke,7675-3555,Kirchgasse 6,,???,,8010,Austria,EMEA,Mendel,Roland,Medium
10375.0,45.0,76.0,7.0,3420.0,2/3/2005 0:00,Shipped,1.0,2.0,2005.0,Classic Cars,194.0,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,???,,44000,France,EMEA,Labrune,Janine,Medium
10314.0,45.0,100.0,14.0,6185.7,10/22/2004 0:00,Shipped,4.0,10.0,2004.0,Trucks and Buses,118.0,S12_4473,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,usa,EMEA,Ibsen,Palle,Medium
10263.0,47.0,100.0,9.0,5465.16,6/28/2004 0:00,Shipped,2.0,6.0,2004.0,Planes,118.0,S700_2834,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,Usa ,,King,Julie,Medium
10183.0,39.0,68.08,11.0,2655.12,11/13/2003 0:00,Shipped,4.0,11.0,2003.0,Vintage Cars,62.0,S18_2957,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,Usa ,,Cervantes,Francisca,Small
,,,,,,,,,,,,,,,,,,,,,,,,
10358.0,20.0,100.0,10.0,2428.0,12/10/2004 0:00,Shipped,4.0,12.0,2004.0,Classic Cars,163.0,S18_2238,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10169.0,36.0,63.84,3.0,2298.24,11/4/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,79.0,S12_3990,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,???,NSW,2060,Usa ,APAC,O'Hara,Anna,Small
10403.0,30.0,40.23,2.0,1206.9,4/8/2005 0:00,Shipped,2.0,4.0,2005.0,Motorcycles,40.0,S32_2206,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,usa,EMEA,Devon,Elizabeth,Small
10287.0,40.0,100.0,14.0,6761.6,8/30/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,146.0,S18_3482,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,usa,EMEA,Holz,Michael,Medium
10417.0,35.0,100.0,3.0,3550.05,5/13/2005 0:00,Disputed,2.0,5.0,2005.0,Motorcycles,112.0,S24_1578,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,???,,28034,Spain,EMEA,Freyre,Diego,Medium
10193.0,28.0,100.0,7.0,3106.88,11/21/2003 0:00,Shipped,4.0,11.0,2003.0,Vintage Cars,102.0,S18_1342,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10104.0,32.0,53.31,2.0,1705.92,1/31/2003 0:00,Shipped,1.0,1.0,2003.0,Trains,58.0,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,???,,28034,Spain,EMEA,Freyre,Diego,Small
10182.0$,49.0$,100.0$,17.0,6244.07,11/12/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,107.0,S24_3432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
10185.0,39.0,100.0,16.0,5096.91,11/14/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,143.0,S18_4027,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium
10185.0,20.0,48.62,15.0,972.4,11/14/2003 0:00,Shipped,4.0,11.0,2003.0,Trains,58.0,S50_1514,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,usa,,Tam,Wing C,Small
10324.0,33.0,37.48,10.0,1236.84,11/5/2004 0:00,Shipped,4.0,11.0,2004.0,Trucks and Buses,122.0,S18_2319,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Small
10287.0,23.0,100.0,9.0,2675.13,8/30/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,115.0,S12_4675,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Usa ,EMEA,Holz,Michael,Small
10106.0,28.0,88.63,4.0,2481.64,2/17/2003 0:00,Shipped,1.0,2.0,2003.0,Planes,109.0,S24_1785,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,usa,EMEA,Rovelli,Giovanni,Small
10319.0,30.0,100.0,9.0,4111.8,11/3/2004 0:00,Shipped,4.0,11.0,2004.0,Motorcycles,150.0,S12_2823,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,Medium
10181.0,42.0,100.0,2.0,5435.64,11/12/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,124.0,S18_1589,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10235.0,24.0,76.03,3.0,1824.72,4/2/2004 0:00,Shipped,2.0,4.0,2004.0,Planes,84.0,S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,usa,,Lincoln,Elizabeth,Small
10316.0,48.0,74.45,18.0,3573.6,11/1/2004 0:00,Shipped,4.0,11.0,2004.0,Ships,72.0,S700_2610,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10161.0,25.0,100.0,2.0,2759.75,10/17/2003 0:00,Shipped,4.0,10.0,2003.0,Classic Cars,117.0,S24_2887,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
10251.0,46.0,100.0,1.0,7552.28,5/18/2004 0:00,Shipped,2.0,5.0,2004.0,Motorcycles,150.0,S12_2823,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Large
10361.0$,26.0$,100.0$,9.0,2754.7,12/17/2004 0:00,Shipped,4.0,12.0,2004.0,Planes,99.0,S700_2466,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10174.0,46.0,100.0,5.0,5592.22,11/6/2003 0:00,Shipped,4.0,11.0,2003.0,Vintage Cars,101.0,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10193.0,22.0,100.0,8.0,3675.32,11/21/2003 0:00,Shipped,4.0,11.0,2003.0,Vintage Cars,168.0,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10423.0,10.0,88.14,1.0,881.4,5/30/2005 0:00,In Process,2.0,5.0,2005.0,Vintage Cars,101.0,S18_2949,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Usa ,EMEA,Dewey,Catherine,Small
10185.0,20.0,48.62,15.0,972.4,11/14/2003 0:00,Shipped,4.0,11.0,2003.0,Trains,58.0,S50_1514,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,???,MA,50553,USA,,Tam,Wing C,Small
10161.0,23.0,100.0,9.0,3187.8,10/17/2003 0:00,Shipped,4.0,10.0,2003.0,Classic Cars,132.0,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10173.0,31.0,31.53,9.0,977.43,11/5/2003 0:00,Shipped,4.0,11.0,2003.0,Vintage Cars,33.0,S24_1937,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Usa ,EMEA,Rovelli,Giovanni,Small
10119.0,29.0,94.14,7.0,2730.06,4/28/2003 0:00,Shipped,2.0,4.0,2003.0,Ships,90.0,S700_2047,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10180.0,44.0,100.0,2.0,5565.12,11/11/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,148.0,S18_4721,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Medium
10389.0,47.0,100.0,8.0,5243.79,3/3/2005 0:00,Shipped,1.0,3.0,2005.0,Classic Cars,115.0,S12_4675,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10328.0,20.0,72.98,2.0,1459.6,11/12/2004 0:00,Shipped,4.0,11.0,2004.0,Vintage Cars,65.0,S24_3420,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,usa,EMEA,Rovelli,Giovanni,Small
,,,,,,,,,,,,,,,,,,,,,,,,
10373.0,28.0,57.55,4.0,1611.4,1/31/2005 0:00,Shipped,1.0,1.0,2005.0,Planes,157.0,S18_1662,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10281.0,25.0,100.0,5.0,4191.25,8/19/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,169.0,S18_3232,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,Usa ,,Yu,Kyung,Medium
