Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35.0,,Travel_Rarely,622.0,Research & Development,14.0,,Other,1.0,1010.0,,,,2.0,1.0,Laboratory Technician,2.0,Divorced,3743.0,10074.0,1.0,,Yes,24.0,,,80.0,1.0,5.0,,1.0,4.0,2.0,,
,,Travel_Rarely,556.0,Research & Development,23.0,2.0,,1.0,261.0,2.0,,50.0,2.0,2.0,Manufacturing Director,3.0,Married,5916.0,15497.0,3.0,,,13.0,,1.0,80.0,0.0,8.0,,3.0,1.0,0.0,0.0,1.0
47.0,No,,,,2.0,4.0,,1.0,,3.0,Male,,3.0,2.0,Sales Executive,,,4978.0,3536.0,7.0,Y,,11.0,,4.0,80.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0
,No,,322.0,Sales,7.0,2.0,Medical,1.0,,1.0,Female,44.0,4.0,2.0,,,Divorced,5605.0,19191.0,1.0,Y,Yes,24.0,,,80.0,1.0,8.0,3.0,3.0,,0.0,7.0,7.0
,No,Travel_Frequently,635.0,Research & Development,,1.0,Medical,1.0,286.0,2.0,Female,73.0,,1.0,Laboratory Technician,4.0,Single,2153.0,7703.0,1.0,Y,No,13.0,,1.0,80.0,0.0,8.0,2.0,3.0,8.0,,1.0,
Yes ,,Travel_Rarely,397.0,Research & Development,2.0,2.0,Medical,,1638.0,,Female,54.0,2.0,3.0,Manufacturing Director,3.0,,7756.0,14199.0,3.0,Y,Yes,19.0,3.0,4.0,80.0,1.0,10.0,6.0,,5.0,4.0,0.0,2.0
2400.0,No,Travel_Rarely,59920.0,Research & Development,1160.0,3.0,Medical,1.0,1252.0,3.0,Female,96.0,2.0,2.0,,,Single,6812.0,17198.0,1.0,,,19.0,3.0,,80.0,0.0,10.0,,3.0,10.0,9.0,1.0,8.0
Yes ,No,Travel_Rarely,,,2.0,3.0,Medical,1.0,351.0,4.0,Female,56.0,,1.0,Laboratory Technician,1.0,,2593.0,,,Y,Yes,11.0,,3.0,80.0,1.0,10.0,4.0,,9.0,6.0,7.0,8.0
,No,,,,9.0,2.0,Marketing,1.0,1787.0,2.0,Male,,2.0,2.0,Sales Executive,2.0,Married,4189.0,,1.0,Y,No,,3.0,1.0,,2.0,5.0,2.0,3.0,,,0.0,3.0
22.0,,,,,7.0,1.0,Life Sciences,1.0,,4.0,,,3.0,1.0,Research Scientist,2.0,Single,2472.0,26092.0,1.0,Y,Yes,23.0,4.0,1.0,80.0,0.0,1.0,,3.0,1.0,0.0,0.0,0.0
,No,Non-Travel,1188.0,Sales,20.0,2.0,Marketing,,,4.0,Female,45.0,3.0,2.0,Sales Executive,3.0,Married,6932.0,24406.0,,,No,13.0,,4.0,80.0,,9.0,2.0,2.0,9.0,8.0,0.0,0.0
,Yes,Travel_Rarely,267.0,Sales,13.0,4.0,,1.0,,1.0,,,4.0,4.0,Sales Executive,,Single,13695.0,9277.0,6.0,,Yes,17.0,3.0,3.0,80.0,,,,2.0,19.0,7.0,3.0,8.0
54.0,,,1050.0,Research & Development,,4.0,Medical,,1520.0,,,,3.0,,Manager,4.0,Divorced,16032.0,24456.0,3.0,Y,No,20.0,,1.0,80.0,1.0,,2.0,3.0,,9.0,1.0,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes ,No,Travel_Rarely,1333.0,Sales,,4.0,Life Sciences,1.0,1055.0,3.0,Female,87.0,3.0,1.0,Sales Representative,3.0,,2220.0,18410.0,,Y,Yes,19.0,3.0,4.0,80.0,1.0,1.0,2.0,3.0,1.0,,0.0,0.0
32.0USD,No,Travel_Rarely,nanUSD,Sales,7.0USD,3.0,,1.0,420.0,4.0,Male,91.0,2.0,,Sales Executive,3.0,Married,5484.0,16985.0,1.0,Y,No,14.0,3.0,3.0,80.0,1.0,13.0,3.0,2.0,13.0,8.0,4.0,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0USD,,Travel_Frequently,nanUSD,Research & Development,25.0USD,,Medical,1.0,1306.0,2.0,Female,83.0,3.0,5.0,Manager,2.0,Single,18061.0,13035.0,3.0,Y,,22.0,4.0,,80.0,0.0,,4.0,3.0,0.0,0.0,0.0,0.0
Yes ,,,464.0,Research & Development,,2.0,Other,1.0,,,Male,,3.0,1.0,Laboratory Technician,,Divorced,1951.0,10910.0,,Y,No,12.0,3.0,,80.0,1.0,1.0,3.0,,,0.0,,0.0
nanUSD,Yes,Non-Travel,666.0USD,Research & Development,29.0USD,4.0,Life Sciences,1.0,376.0,1.0,Male,,3.0,3.0,Manager,2.0,Married,11849.0,10268.0,1.0,,Yes,12.0,3.0,,,1.0,10.0,2.0,2.0,10.0,7.0,9.0,9.0
30.0,No,Non-Travel,990.0,Research & Development,7.0,3.0,Technical Degree,1.0,1482.0,3.0,,64.0,3.0,1.0,Research Scientist,3.0,Divorced,1274.0,7152.0,1.0,Y,No,13.0,,2.0,80.0,,1.0,2.0,2.0,1.0,0.0,,0.0
34.0,No,Travel_Frequently,618.0,Research & Development,,1.0,,,1103.0,1.0,,45.0,3.0,2.0,Healthcare Representative,,Single,7756.0,22266.0,0.0,Y,No,17.0,3.0,3.0,80.0,0.0,7.0,1.0,2.0,6.0,2.0,0.0,4.0
50.0,No,Travel_Rarely,,Research & Development,28.0,1.0,Medical,1.0,716.0,4.0,Male,74.0,4.0,1.0,,3.0,Married,3221.0,3297.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,3.0,20.0,3.0,,20.0,8.0,3.0,8.0
33.0USD,Yes,,1076.0USD,Research & Development,3.0USD,,Life Sciences,1.0,702.0,1.0,Male,70.0,,1.0,Research Scientist,1.0,Single,3348.0,,1.0,Y,Yes,,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,8.0,9.0,7.0
Yes ,No,,548.0,Research & Development,9.0,,,1.0,1772.0,3.0,Male,94.0,3.0,1.0,Laboratory Technician,,Divorced,,20520.0,1.0,,No,20.0,4.0,2.0,80.0,2.0,5.0,2.0,,5.0,,0.0,4.0
35.0,No,Travel_Rarely,1017.0,Research & Development,6.0,4.0,Life Sciences,1.0,691.0,2.0,Male,82.0,1.0,2.0,Research Scientist,,Single,6646.0,19368.0,1.0,Y,No,13.0,3.0,2.0,80.0,0.0,17.0,,3.0,17.0,,11.0,8.0
yes,No,,206.0,Human Resources,8.0,,Life Sciences,1.0,1338.0,4.0,Male,99.0,3.0,,,2.0,Single,19717.0,4022.0,6.0,Y,No,14.0,3.0,1.0,80.0,0.0,36.0,,3.0,7.0,3.0,7.0,7.0
yes,No,Travel_Rarely,462.0,,14.0,2.0,Medical,1.0,,,Female,68.0,,2.0,Sales Executive,3.0,Single,,,7.0,Y,,17.0,3.0,1.0,80.0,0.0,10.0,6.0,,5.0,4.0,0.0,
32.0,No,Travel_Rarely,548.0,Research & Development,1.0,3.0,Life Sciences,1.0,96.0,2.0,Male,,3.0,,Research Scientist,2.0,Married,6220.0,7346.0,,Y,No,17.0,3.0,2.0,80.0,,10.0,,3.0,10.0,,,9.0
38.0,No,Non-Travel,152.0,Sales,,3.0,Technical Degree,1.0,983.0,3.0,Female,85.0,3.0,2.0,Sales Executive,4.0,,5666.0,19899.0,1.0,,Yes,13.0,3.0,2.0,,0.0,6.0,1.0,3.0,5.0,3.0,1.0,3.0
48.0,Yes,,,,7.0,,Medical,1.0,,,Female,95.0,,,,3.0,Married,,11740.0,,Y,Yes,11.0,3.0,,80.0,2.0,,3.0,,9.0,7.0,7.0,7.0
37.0,No,Travel_Rarely,1372.0,Research & Development,1.0,,Life Sciences,1.0,391.0,4.0,Female,42.0,3.0,1.0,Research Scientist,,Single,2115.0,15881.0,1.0,Y,,,,2.0,80.0,0.0,17.0,3.0,3.0,17.0,12.0,5.0,7.0
47.0,No,Travel_Frequently,217.0,,3.0,,Medical,1.0,,4.0,Female,49.0,,4.0,,3.0,Divorced,,,,Y,Yes,12.0,,4.0,,2.0,28.0,,2.0,,2.0,11.0,13.0
35.0,,Travel_Rarely,1137.0,,21.0,1.0,,1.0,,4.0,,51.0,3.0,2.0,Healthcare Representative,,,4014.0,19170.0,,Y,Yes,25.0,4.0,4.0,80.0,,10.0,2.0,,10.0,6.0,0.0,7.0
22.0,Yes,Travel_Frequently,1256.0,,3.0,4.0,Life Sciences,1.0,1203.0,3.0,Male,48.0,2.0,,Research Scientist,4.0,Married,2853.0,4223.0,0.0,Y,,11.0,3.0,,,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
34.0,No,Travel_Rarely,971.0,Sales,,3.0,,,,4.0,,64.0,2.0,3.0,,3.0,Married,7083.0,12288.0,1.0,Y,Yes,14.0,,4.0,80.0,0.0,10.0,3.0,,10.0,9.0,8.0,6.0
40.0,No,,804.0,Research & Development,2.0,1.0,,1.0,763.0,4.0,Female,86.0,2.0,1.0,Research Scientist,4.0,Single,2342.0,22929.0,0.0,Y,Yes,20.0,,4.0,80.0,0.0,5.0,,2.0,4.0,2.0,,3.0
,No,Travel_Rarely,1329.0,Research & Development,7.0,3.0,Life Sciences,1.0,1260.0,3.0,,,3.0,,Healthcare Representative,4.0,Divorced,6623.0,4204.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,2.0,6.0,2.0,,6.0,0.0,1.0,
40.0,No,,,Research & Development,20.0,4.0,Technical Degree,1.0,1092.0,1.0,,61.0,3.0,3.0,Healthcare Representative,4.0,Married,10322.0,26542.0,4.0,Y,No,20.0,,4.0,80.0,1.0,,6.0,3.0,11.0,10.0,,1.0
yes,,Travel_Frequently,138.0,Research & Development,,3.0,Medical,,269.0,2.0,Female,37.0,3.0,2.0,Laboratory Technician,2.0,Single,4425.0,15986.0,5.0,Y,No,11.0,3.0,4.0,80.0,0.0,10.0,5.0,3.0,6.0,,1.0,2.0
Yes ,No,Travel_Rarely,991.0USD,Human Resources,1.0USD,,Life Sciences,1.0,1314.0,4.0,Female,,,1.0,Human Resources,1.0,Single,3423.0,,6.0,,No,12.0,,,80.0,0.0,10.0,3.0,4.0,7.0,6.0,5.0,
Yes ,Yes,Travel_Rarely,,,20.0,2.0,Medical,1.0,1818.0,,Female,69.0,,1.0,,2.0,Married,2148.0,6889.0,0.0,Y,Yes,11.0,3.0,,80.0,0.0,6.0,3.0,3.0,,1.0,,4.0
36.0,No,Travel_Frequently,1480.0,Research & Development,3.0,2.0,Medical,1.0,238.0,,Male,30.0,,1.0,Laboratory Technician,2.0,Single,2088.0,15062.0,4.0,Y,No,12.0,3.0,,80.0,0.0,13.0,3.0,2.0,,7.0,7.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,No,,288.0,Research & Development,2.0,3.0,Life Sciences,1.0,1547.0,4.0,,,3.0,3.0,,4.0,Married,10124.0,18611.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,,,3.0,1.0,20.0,8.0,13.0,9.0
,No,Travel_Rarely,970.0,Research & Development,7.0,3.0,,1.0,730.0,,Male,,,4.0,Research Director,3.0,Married,14814.0,13514.0,,Y,,,3.0,,80.0,,,,3.0,,1.0,1.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,No,Non-Travel,1375.0,Sales,,3.0,Life Sciences,1.0,1774.0,4.0,Male,,,,Sales Executive,3.0,Divorced,4001.0,12313.0,1.0,,Yes,14.0,3.0,3.0,80.0,1.0,15.0,3.0,3.0,15.0,14.0,0.0,7.0
27.0,No,Travel_Rarely,1157.0,,,3.0,Technical Degree,1.0,233.0,,Male,51.0,3.0,,Research Scientist,2.0,Married,,13364.0,,Y,Yes,,3.0,4.0,80.0,1.0,6.0,3.0,2.0,5.0,2.0,1.0,1.0
,Yes,Non-Travel,504.0,Research & Development,10.0,3.0,,,1248.0,,Female,96.0,2.0,1.0,Research Scientist,,Single,1859.0,6148.0,1.0,,Yes,,4.0,2.0,80.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0
,No,Travel_Rarely,1084.0,Research & Development,,,Medical,1.0,250.0,4.0,Female,57.0,4.0,2.0,Manufacturing Director,,,4450.0,,1.0,Y,No,11.0,,3.0,,2.0,,3.0,3.0,4.0,2.0,1.0,3.0
22.0,No,Travel_Rarely,534.0,Research & Development,,3.0,,,144.0,,Female,59.0,3.0,1.0,Laboratory Technician,4.0,Single,2871.0,23785.0,1.0,Y,No,,3.0,3.0,80.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
27.0,No,Travel_Rarely,511.0,,,,Medical,1.0,1898.0,,Female,,4.0,2.0,Sales Executive,3.0,Single,6500.0,26997.0,0.0,Y,No,14.0,3.0,2.0,80.0,0.0,9.0,5.0,2.0,8.0,7.0,0.0,7.0
30.0,No,Travel_Rarely,1288.0,Sales,29.0,4.0,,1.0,1568.0,3.0,Male,,,3.0,Sales Executive,2.0,Married,9250.0,,3.0,Y,No,,3.0,2.0,80.0,1.0,9.0,3.0,3.0,,2.0,1.0,3.0
yes,Yes,Non-Travel,1362.0,Sales,19.0,3.0,Marketing,1.0,,1.0,Male,67.0,4.0,2.0,Sales Executive,4.0,Single,5304.0,,8.0,Y,Yes,13.0,3.0,,80.0,0.0,9.0,3.0,2.0,5.0,2.0,0.0,4.0
Yes ,No,Travel_Rarely,207.0,Research & Development,9.0,4.0,Life Sciences,1.0,1856.0,2.0,Female,64.0,3.0,,Laboratory Technician,3.0,,2105.0,,,Y,No,12.0,3.0,3.0,80.0,0.0,7.0,,3.0,2.0,2.0,2.0,0.0
yes,No,Travel_Rarely,176.0,Human Resources,4.0,3.0,,1.0,1744.0,3.0,,56.0,1.0,3.0,Human Resources,,,9756.0,6595.0,4.0,Y,,21.0,,3.0,80.0,2.0,9.0,,,5.0,,,3.0
38.0,No,Travel_Frequently,888.0,Human Resources,10.0,4.0,,,1563.0,3.0,Male,71.0,3.0,2.0,Human Resources,3.0,Married,6077.0,14814.0,3.0,Y,No,11.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,6.0,3.0,1.0,
Yes ,No,,,Sales,7.0,,,1.0,1233.0,2.0,Male,52.0,,2.0,Sales Executive,4.0,,5220.0,10893.0,0.0,Y,Yes,18.0,3.0,2.0,80.0,1.0,,3.0,3.0,11.0,7.0,1.0,9.0
35.0,No,Non-Travel,,Sales,8.0,2.0,Marketing,1.0,,3.0,Female,,2.0,,Sales Executive,4.0,Married,10377.0,13755.0,4.0,Y,Yes,11.0,,2.0,80.0,1.0,16.0,6.0,,13.0,,4.0,
43.0,No,Travel_Rarely,1034.0,Sales,16.0,3.0,Marketing,1.0,327.0,4.0,Female,80.0,3.0,,Manager,4.0,Married,16064.0,7744.0,,Y,Yes,22.0,4.0,,80.0,,22.0,3.0,3.0,17.0,13.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,No,Travel_Rarely,,,2.0,3.0,Marketing,,49.0,4.0,Female,97.0,,1.0,Sales Representative,4.0,,2014.0,9687.0,1.0,Y,No,13.0,3.0,,80.0,0.0,2.0,3.0,3.0,,2.0,2.0,2.0
yes,No,Travel_Rarely,1450.0,Research & Development,15.0,2.0,Life Sciences,1.0,,4.0,Male,52.0,3.0,5.0,Research Director,2.0,Married,19081.0,10849.0,5.0,,No,,3.0,1.0,80.0,1.0,,2.0,3.0,4.0,2.0,0.0,3.0
yes,No,,,Research & Development,21.0,3.0,Life Sciences,1.0,267.0,2.0,Male,65.0,4.0,,,1.0,,,22977.0,1.0,Y,Yes,12.0,3.0,1.0,80.0,1.0,,3.0,2.0,8.0,7.0,1.0,7.0
45.0,No,Non-Travel,336.0,Sales,26.0,3.0,Marketing,1.0,1612.0,,Male,,2.0,2.0,Sales Executive,1.0,Married,4385.0,24162.0,1.0,,,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,,7.0,4.0,5.0
Yes ,No,Travel_Rarely,950.0,Research & Development,28.0,3.0,Technical Degree,1.0,1546.0,,Male,,3.0,1.0,Research Scientist,4.0,Married,2132.0,4585.0,4.0,Y,No,20.0,4.0,,80.0,1.0,8.0,3.0,3.0,5.0,4.0,,3.0
24.0,No,Travel_Rarely,1476.0,Sales,4.0,1.0,,1.0,,4.0,,42.0,3.0,2.0,Sales Executive,3.0,,4162.0,15211.0,1.0,Y,,12.0,3.0,3.0,80.0,2.0,5.0,3.0,3.0,,,0.0,3.0
43.0,No,Travel_Frequently,559.0,,,4.0,Life Sciences,1.0,448.0,3.0,Female,,2.0,,Laboratory Technician,3.0,Divorced,5257.0,6227.0,1.0,Y,,11.0,3.0,,,1.0,9.0,3.0,4.0,,,0.0,
31.0,Yes,,542.0,,20.0,3.0,Life Sciences,1.0,,,Female,71.0,1.0,2.0,Sales Executive,3.0,Married,,24788.0,3.0,Y,Yes,,3.0,3.0,80.0,,,2.0,,2.0,2.0,2.0,2.0
Yes ,,Travel_Rarely,,,1.0,2.0,,1.0,1441.0,1.0,Female,90.0,3.0,1.0,Research Scientist,1.0,Married,,10494.0,2.0,Y,No,22.0,4.0,4.0,,1.0,,3.0,,3.0,2.0,1.0,
25.0,No,Travel_Rarely,141.0,Sales,3.0,,Other,1.0,879.0,3.0,Male,,3.0,2.0,Sales Executive,1.0,Married,,14363.0,1.0,Y,Yes,,3.0,4.0,80.0,,5.0,3.0,3.0,5.0,3.0,0.0,3.0
Yes ,,Travel_Rarely,694.0,,,3.0,,1.0,1264.0,4.0,Female,87.0,,4.0,Research Director,4.0,,16124.0,,3.0,Y,No,14.0,3.0,2.0,80.0,2.0,,2.0,2.0,7.0,7.0,1.0,7.0
45.0,,Travel_Rarely,954.0,,2.0,2.0,,,783.0,2.0,Male,46.0,,2.0,,3.0,Single,,12388.0,,Y,No,13.0,3.0,1.0,80.0,0.0,9.0,3.0,,8.0,7.0,3.0,
yes,No,,1296.0,Research & Development,6.0,3.0,Life Sciences,,692.0,3.0,Male,30.0,,2.0,Healthcare Representative,4.0,Divorced,7725.0,,3.0,Y,No,23.0,4.0,3.0,80.0,1.0,,2.0,1.0,13.0,11.0,4.0,7.0
41.0,No,,1411.0,,,2.0,Life Sciences,,334.0,3.0,Male,36.0,3.0,,Research Scientist,1.0,Divorced,3072.0,,2.0,Y,,16.0,,,80.0,,17.0,2.0,2.0,1.0,0.0,,0.0
32.0,No,Travel_Rarely,,Research & Development,29.0,4.0,Life Sciences,1.0,2010.0,,Female,49.0,2.0,1.0,Laboratory Technician,,,,15919.0,1.0,Y,No,13.0,3.0,,80.0,0.0,6.0,3.0,,6.0,2.0,4.0,1.0
37.0,Yes,Travel_Rarely,807.0,Human Resources,6.0,4.0,Human Resources,1.0,133.0,,Male,,,1.0,Human Resources,1.0,Divorced,2073.0,23648.0,4.0,Y,Yes,22.0,4.0,4.0,,,7.0,,3.0,3.0,2.0,,2.0
,No,,702.0,Sales,1.0,4.0,Life Sciences,1.0,230.0,1.0,Female,59.0,2.0,2.0,Sales Executive,4.0,Single,8686.0,12930.0,4.0,Y,No,22.0,4.0,3.0,80.0,0.0,12.0,2.0,4.0,8.0,3.0,,7.0
nanUSD,No,Travel_Rarely,1144.0USD,Sales,nanUSD,1.0,,1.0,1056.0,4.0,Male,,3.0,1.0,Sales Representative,2.0,Married,1052.0,23384.0,1.0,Y,No,22.0,4.0,2.0,80.0,0.0,,5.0,3.0,1.0,0.0,,0.0
46.0,No,Travel_Rarely,644.0,Research & Development,1.0,4.0,Medical,1.0,288.0,4.0,Male,,3.0,3.0,Healthcare Representative,1.0,,9396.0,12368.0,,Y,,16.0,3.0,3.0,80.0,1.0,,3.0,3.0,4.0,,0.0,3.0
36.0USD,,Travel_Rarely,1403.0USD,Research & Development,6.0USD,3.0,Life Sciences,1.0,373.0,4.0,Male,47.0,3.0,1.0,Laboratory Technician,4.0,Married,3210.0,20251.0,0.0,Y,No,11.0,3.0,3.0,,,16.0,4.0,3.0,15.0,,10.0,11.0
Yes ,No,Travel_Frequently,593.0,Research & Development,9.0,,Medical,1.0,,2.0,,88.0,3.0,3.0,Research Director,3.0,Single,13499.0,13782.0,9.0,Y,No,17.0,3.0,,,,20.0,3.0,,,7.0,,13.0
yes,No,Travel_Frequently,1422.0,Sales,2.0,4.0,,1.0,1849.0,1.0,Male,92.0,3.0,2.0,Sales Executive,4.0,Married,,19246.0,1.0,,No,20.0,4.0,,80.0,1.0,7.0,,,7.0,7.0,7.0,
54.0,No,,431.0,Research & Development,7.0,4.0,Medical,1.0,1830.0,4.0,,68.0,,2.0,,4.0,Married,6854.0,,4.0,Y,No,15.0,3.0,2.0,80.0,1.0,14.0,2.0,,7.0,1.0,1.0,7.0
34.0,No,Travel_Frequently,653.0,Research & Development,10.0,4.0,Technical Degree,1.0,1597.0,,Male,,2.0,,Healthcare Representative,3.0,Married,5063.0,15332.0,1.0,,No,14.0,3.0,2.0,80.0,1.0,8.0,3.0,2.0,8.0,2.0,7.0,7.0
yes,No,Travel_Frequently,566.0,Research & Development,18.0,4.0,Life Sciences,1.0,,3.0,Male,81.0,,1.0,Laboratory Technician,4.0,Married,,,,Y,No,18.0,3.0,4.0,80.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0
58.0,Yes,Travel_Rarely,601.0,Research & Development,7.0,4.0,Medical,1.0,,3.0,Female,53.0,2.0,,Manufacturing Director,1.0,Married,10008.0,12023.0,7.0,,Yes,14.0,3.0,,80.0,0.0,,0.0,2.0,10.0,9.0,5.0,9.0
35.0,No,Travel_Frequently,200.0,Research & Development,18.0,2.0,Life Sciences,1.0,1412.0,3.0,Male,60.0,3.0,3.0,Manufacturing Director,,Single,9362.0,19944.0,2.0,Y,No,11.0,,3.0,,,,2.0,3.0,,2.0,2.0,
45.0,No,Travel_Rarely,1038.0,Research & Development,20.0,3.0,Medical,1.0,,2.0,Male,95.0,,,Healthcare Representative,1.0,Divorced,10851.0,19863.0,2.0,Y,Yes,18.0,3.0,2.0,80.0,1.0,24.0,,3.0,7.0,7.0,,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes ,No,Non-Travel,,Sales,28.0,3.0,Other,1.0,,3.0,Male,58.0,,,Sales Executive,1.0,Divorced,10932.0,11373.0,,Y,No,15.0,3.0,3.0,,1.0,20.0,2.0,3.0,,0.0,0.0,1.0
yes,Yes,Travel_Rarely,885.0,Research & Development,16.0,4.0,Life Sciences,1.0,1042.0,3.0,Female,43.0,,1.0,Laboratory Technician,,Single,,8269.0,1.0,Y,No,16.0,3.0,3.0,,0.0,,,3.0,,,15.0,
,No,,1009.0,Research & Development,2.0,,,1.0,575.0,1.0,Male,51.0,3.0,4.0,Research Director,3.0,Married,,2288.0,6.0,Y,,13.0,3.0,3.0,80.0,0.0,,2.0,1.0,3.0,,0.0,1.0
48.0,No,,1224.0,Research & Development,10.0,3.0,Life Sciences,,1867.0,,Male,,,5.0,Research Director,,Married,,,4.0,Y,No,12.0,3.0,,80.0,0.0,29.0,3.0,,22.0,10.0,12.0,9.0
55.0,,Travel_Rarely,692.0,Research & Development,14.0,4.0,Medical,1.0,,3.0,Male,61.0,4.0,5.0,Research Director,,Single,18722.0,13339.0,8.0,Y,No,11.0,,4.0,,0.0,36.0,3.0,3.0,24.0,15.0,2.0,15.0
23.0,No,Travel_Rarely,310.0,Research & Development,10.0,,Medical,,784.0,1.0,Male,79.0,,1.0,Research Scientist,3.0,Single,3505.0,,1.0,Y,No,18.0,3.0,4.0,80.0,,2.0,3.0,3.0,,,0.0,2.0
nanUSD,No,,836.0USD,,8.0USD,3.0,Medical,1.0,84.0,4.0,Female,33.0,3.0,4.0,,,Divorced,14756.0,19730.0,2.0,Y,Yes,14.0,3.0,3.0,,3.0,21.0,2.0,3.0,5.0,0.0,0.0,2.0
yes,No,Non-Travel,343.0,,9.0,3.0,,,1813.0,1.0,Male,,3.0,1.0,Research Scientist,3.0,Single,2438.0,24978.0,,Y,No,,3.0,3.0,80.0,0.0,7.0,2.0,2.0,3.0,,,
,No,Travel_Rarely,144.0,Research & Development,22.0,3.0,Life Sciences,1.0,,4.0,Male,46.0,1.0,1.0,Laboratory Technician,3.0,Single,,,0.0,Y,No,15.0,3.0,3.0,80.0,0.0,6.0,2.0,,,,4.0,3.0
yes,,,479.0,Research & Development,7.0,4.0,Medical,1.0,1577.0,1.0,Male,35.0,,1.0,Research Scientist,4.0,Single,2972.0,22061.0,1.0,Y,No,13.0,3.0,3.0,,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0
,,Travel_Rarely,905.0,Research & Development,19.0,2.0,Medical,1.0,281.0,3.0,,99.0,3.0,2.0,Laboratory Technician,,Married,,16523.0,,Y,,15.0,,,,1.0,15.0,,4.0,,2.0,3.0,7.0
yes,No,Travel_Rarely,1418.0USD,,1.0USD,3.0,,1.0,887.0,3.0,,36.0,,1.0,Research Scientist,1.0,Married,3580.0,10554.0,2.0,Y,No,16.0,3.0,,80.0,,7.0,2.0,3.0,4.0,2.0,0.0,2.0
,,Travel_Frequently,994.0,,8.0,3.0,Life Sciences,1.0,56.0,4.0,Male,37.0,3.0,3.0,Sales Executive,3.0,Single,8726.0,2975.0,,Y,No,15.0,3.0,4.0,80.0,0.0,9.0,0.0,,9.0,8.0,1.0,7.0
45.0,,Non-Travel,805.0,Research & Development,4.0,,Life Sciences,,972.0,3.0,,57.0,3.0,2.0,Laboratory Technician,,Married,4447.0,23163.0,,Y,,12.0,,2.0,80.0,0.0,9.0,,2.0,9.0,7.0,0.0,8.0
,No,Travel_Rarely,258.0,Research & Development,8.0,4.0,Other,1.0,1409.0,3.0,,,,1.0,,1.0,Married,2950.0,17363.0,,Y,No,13.0,3.0,3.0,80.0,,,,,5.0,4.0,0.0,4.0
yes,,Travel_Rarely,1099.0,Research & Development,4.0,4.0,Medical,1.0,1502.0,1.0,Female,82.0,2.0,1.0,Laboratory Technician,,Married,3838.0,8192.0,8.0,,No,11.0,3.0,4.0,80.0,0.0,8.0,5.0,,5.0,,0.0,2.0
35.0,No,,662.0,Sales,1.0,5.0,Marketing,1.0,204.0,,Male,,3.0,3.0,Sales Executive,2.0,,7295.0,,1.0,Y,,13.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,10.0,8.0,0.0,6.0
25.0,Yes,Travel_Rarely,867.0,Sales,,2.0,Marketing,1.0,,,Male,36.0,2.0,1.0,Sales Representative,,Married,2413.0,,1.0,,,18.0,3.0,,80.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
yes,No,,1245.0,Research & Development,18.0,4.0,Life Sciences,1.0,638.0,,Male,58.0,2.0,5.0,Research Director,3.0,Divorced,19502.0,2125.0,1.0,Y,Yes,,3.0,3.0,,1.0,31.0,5.0,,,9.0,0.0,9.0
,No,Travel_Rarely,,Research & Development,2.0,2.0,Medical,,574.0,1.0,Female,65.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5070.0,7389.0,5.0,,No,,3.0,3.0,80.0,3.0,,2.0,3.0,5.0,,0.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes ,No,Travel_Frequently,322.0,Research & Development,28.0,2.0,Medical,1.0,1401.0,4.0,,59.0,4.0,4.0,Manufacturing Director,3.0,Married,13247.0,9731.0,2.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,24.0,,2.0,5.0,,0.0,2.0
